source_memberships,source_record_id,activity_stage,status,latitude,longitude,source_endpoint,retrieved_at_utc,project_name,description,activity_class,record_type,address,unit,zip,neighborhood,cra,council_district,status_date,planned_start_date,planned_end_date,last_updated,new_construction_sqft,housing_units,estimated_cost_usd,actual_cost_usd,funding_source,is_public,physical_development_candidate,source_url,activity_id,record_created_date,application_or_opened_date,raw_component_rows,location_count,matched_folios,matched_building_count,matched_year_built_min,matched_year_built_max,parcel_match_confidence,realization_evidence_grade,likely_realized,realization_basis
construction_inspections,BLD-16-0443835,preconstruction_or_unknown,Revision,27.94446,-82.511271,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,REISSUE: GreenRoots,"Reissue: Interior remodel for GreenRoots Nutrition w/el.plbg,no mech fa,fp Original Application Date: 02/10/2016",building_construction,Commercial Building Alterations (Renovations),4034 W Kennedy Blvd,,33609,Swann Estates,,6,2018-11-14,,,2018-11-14,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=004RS&agencyCode=TAMPA,tpa-9884d682aede74,2016-02-10,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-16-0444202,permit_or_funding_approved,Issued,27.950715,-82.454958,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue/Secured: Renovation 5th Lobby Area,"Reissue/Secured: Renovation 5th Lobby Area. Removing and replacing partition walls, fire walls, fie doors, New ceiling grid and lights, Moving mechanical and Fire sprinklers heads. No plumbing. Original date of application 03/07/2016",building_construction,Commercial Building Alterations (Renovations),700 E Twiggs St,,33602,Tampa Downtown Partnership,Downtown Non Core,5,2018-05-02,,,2018-05-02,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=0086H&agencyCode=TAMPA,tpa-f4d55a44e6467a,2016-03-07,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-16-0445175,permit_or_funding_approved,Issued,27.925182,-82.451871,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue: Addition,Reissue:Adding addition to existing SFR (original issue date: 6/24/16),building_construction,Residential New Construction and Additions,336 Columbia Dr,,33606,Davis Islands,,4,2018-04-13,,,2018-04-13,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=00FM7&agencyCode=TAMPA,tpa-6a027bcb3e94bf,2016-04-28,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-16-0445190,permit_or_funding_approved,Issued,28.046826,-82.4321745,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,REISSUE: Interior Remodel,"REISSUE: Interior remodel offices for ministry wing of church. Includes demo of partition wall, new walls, electrical, plumbing and mechanical changes. Interior finishes to be applied. ORIGINAL ISSUE DATE: 08/10/2016",building_construction,Commercial Building Alterations (Renovations),2225 E 109th Ave,,33612,University Square,,5,2023-08-07,,,2023-08-07,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=00FPX&agencyCode=TAMPA,tpa-ab602235c69506,2016-04-28,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-16-0445808,permit_or_funding_approved,Issued,28.003023,-82.4484195,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,"Reissue - Bathroom remodel, AC, ELE rewire, PLB 6017 N Orange Blossom Ave (ACA)","New a/c, 2 bathroom remodels, electrical re wire, repipe, non structural. Original Date 06/02/2016",building_construction,Residential Building Alterations (Renovations),6017 N Orange Blossom Ave,,33604,Hampton Terrace Community Association (HTCA),,6,2020-12-29,,,2020-12-29,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=00KGU&agencyCode=TAMPA,tpa-dc48c779dc1672,2016-06-02,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-16-0446167,permit_or_funding_approved,Issued,27.932364,-82.4774715,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissued - Interior Renovations 919 S Rome Ave (ACA),"Interior Renovations work scope: non-structural remodel of kitchen/study area. Build new 4 ft kitchen island, add 6 new can lights, remove non structural partition wall approximately 11 ft long, remove closet wall/shower wall. Original date: 04/17/19, Reissued",building_construction,Commercial Building Alterations (Renovations),919 S Rome Ave,14,33606,Historic Hyde Park,,4,2020-07-06,,,2020-07-06,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=00NFH&agencyCode=TAMPA,tpa-a6ff3219bd560c,2016-06-21,,1,1,185812.0062,1,,,medium,U,,insufficient_completion_evidence
construction_inspections,BLD-16-0447915,permit_or_funding_approved,Issued,27.950274,-82.4566545,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue - 14th flr - build out,14th floor executive suite tenant build-out Original date: 09/23/16 Reissued,building_construction,Commercial Building Alterations (Renovations),610 N Morgan St,,33602,Tampa Downtown Partnership,Downtown Non Core,5,2021-03-11,,,2021-03-11,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=013CJ&agencyCode=TAMPA,tpa-65f73625e085ef,2016-09-23,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0448721,permit_or_funding_approved,Issued,27.940932,-82.4550885,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Expedited Project,"Remodel to 211 with mechanical, electrical and plumbing",building_construction,Commercial Building Alterations (Renovations),601 S Harbour Island Blvd,,33602,Tampa Downtown Partnership,Downtown Core,5,2019-06-13,,,2019-06-13,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=01A6W&agencyCode=TAMPA,tpa-7101fe4fc1e13b,2016-11-08,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0448907,permit_or_funding_approved,Issued,27.929934,-82.4873265,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue: Interior/exterior renovation,"Structural renovation to interior and exterior walls for remodel of kitchen, bathroom dining room and den with new exterior doors. Roofing and Truss Repairs Original Application Date: 11/18/2016",building_construction,Residential Building Alterations (Renovations),2444 W Neptune St,,33629,Palma Ceia,,4,2021-10-13,,,2021-10-13,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=01BNT&agencyCode=TAMPA,tpa-65cea154326b52,2016-11-18,,1,1,118558.0300,1,1996,1996,high,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0449244,permit_or_funding_approved,Issued,27.98127,-82.4205375,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue-Residential Remodel,"Re-issue- Non-Structural Interior and exterior remodel. kitchen & bath remodel with electrical & plumbing, new A/C, stucco of home, tear off & re-roof. Original date: 12/9/16",building_construction,Residential Building Alterations (Renovations),3503 E Martin Luther King Blvd,,33610,Jackson Heights,East Tampa,5,2017-12-27,,,2017-12-27,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=01E1P&agencyCode=TAMPA,tpa-221369f86fd20f,2016-12-09,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0449704,permit_or_funding_approved,Issued,27.961236,-82.4440185,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,REISSUE: 2nd Flr Interior Renovation Change of Use 1915 N Av Republica De Cuba (ACA),"EARLY START ISSUED FOR INTERIOR ONLY - CONTRACTOR UNDERSTANDS PLANS MAY NOT BE APPROVED FOR CHANGE OF OCCUPANCY. Reissue: Change of Use Renovate existing second floor from hotel rooms into vanilla shell office space. Includes demolition, new partitions, new finishes, and upgrades to mechanical,",building_construction,Commercial Building Alterations (Renovations),1915 N Av Republica De Cuba,,33605,Historic Ybor,Ybor City 1,5,2018-05-24,,,2018-05-24,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000U8&agencyCode=TAMPA,tpa-4194433a5b16f9,2017-01-09,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0449851,permit_or_funding_approved,Issued,27.920547,-82.489869,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Facilitated Project,REISSUED PERMIT ORIGINAL ISSUANCE DATE: 02/24/2017 CODE CYCLE: FBC 5TH EDITION Master site and building includes drainage plan and all site utility work. Comprised of (2) separate buildings on the site: 1 building with (5) fee-simple townhome units and 1 building with (2) fee-simple townhome un,building_construction,Commercial New Construction and Additions,2801 Bayshore Blvd,,33629,Bayshore Gardens,,4,2021-09-30,,,2021-09-30,29029,7,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=001MX&agencyCode=TAMPA,tpa-9095f067186f4f,2017-01-13,,1,1,127264.8172,1,,,medium,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0450073,preconstruction_or_unknown,Revision,27.934767,-82.4791905,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,res addition,Rehab to existing contributing structure & approx. 150 sf addition,building_construction,Residential New Construction and Additions,901 S Fremont Ave,,33606,Historic Hyde Park,,4,2019-04-16,,,2019-04-16,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=003G8&agencyCode=TAMPA,tpa-d387519a4550c3,2017-01-26,,1,1,186038.0000,1,1921,1921,medium,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0452443,permit_or_funding_approved,Issued,27.960363,-82.437885,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,REISSUE: Private Provider Interior Renovation,"Reissue: Private Provider plans and Inspection. Construction of elevator, renovations on 1st and 2nd floor. New bathrooms on 1st floor. Renovations of bar area 1st floor. Renovation on 2nd floor. Office space and storage space. Rewiring and add 2 electrical panels. Original Application Date: 05/2",building_construction,Commercial Building Alterations (Renovations),1902 E 7th Ave,-1906,33605,Historic Ybor,Ybor City 1,5,2018-02-20,,,2018-02-20,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=00KCF&agencyCode=TAMPA,tpa-747f5e9db69b70,2017-05-23,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0453692,preconstruction_or_unknown,Revision,27.956511,-82.4374485,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Accelerated Project,Reissue:Secure - Interior renovation with electrical and mechanical (Original issue date: 8/15/17 ),building_construction,Commercial Building Alterations (Renovations),1925 E 2nd Ave,,33605,Historic Ybor,,5,2018-05-04,,,2018-05-04,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=00TX6&agencyCode=TAMPA,tpa-5dc2ee70142bb7,2017-07-24,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0454375,permit_or_funding_approved,Issued,27.925875,-82.4832585,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue - UNIT#1112,"UNIT#1112:INTERIOR REMODEL OF EXISTING CONDO W/EP NO ME,FA,FP Original Date 08/28/2017",building_construction,Commercial Building Alterations (Renovations),2401 Bayshore Blvd,1112,33629,Bayshore Gardens,,4,2021-02-18,,,2021-02-18,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=00ZXW&agencyCode=TAMPA,tpa-6f7d947e10f46f,2017-08-28,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0454524,permit_or_funding_approved,Issued,27.962964,-82.507518,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Reissue: non structural remodel,"repair and replace A/C unit and repair duct work, electrical, replace window, drywall in 250 SQ FT and replace entire roof. Original Application Date: 8/30/2017",building_construction,Residential Building Alterations (Renovations),3909 W Palmetto St,,33607,Carver City Lincoln Gardens,,6,2021-09-08,,,2021-09-08,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=0113N&agencyCode=TAMPA,tpa-a834a580e80dbb,2017-08-30,,1,1,112014.0000,1,,,medium,U,,insufficient_completion_evidence
construction_inspections,BLD-17-0454906,preconstruction_or_unknown,Revision,27.994923,-82.4320575,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Re-issue:UNIT#206,"UNIT#206:This project consists of an expansion to an existing dialysis clinic for the purpose of providing business services of a renal dialysis nature. General construction consists of a build out of a building shell. W/EMP NO FA,FP",building_construction,Commercial Building Alterations (Renovations),2525 E Hillsborough Ave,209,33610,East Tampa 1,East Tampa,5,2019-08-07,,,2019-08-07,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=0142S&agencyCode=TAMPA,tpa-5ba0e6458aee35,2017-09-25,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-18-0455123,permit_or_funding_approved,Issued,27.922779,-82.509804,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,"OWNER: Re-issued Mstr bed and bath addition, renovation","Addition (2,172 sq. ft. total between first and second floor, to include new master bedroom, family room, and master bathroom), renovation (1,489 sq. ft. total), new roof, windows, and siding. Re-issued - Original Issued Date: 12/12/2017, Original Application Acceptance Date: 10/11/2017",building_construction,Residential New Construction and Additions,3921 W Palmira Ave,,33629,Virginia Park,,6,2021-04-29,,,2021-04-29,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=017ZO&agencyCode=TAMPA,tpa-13bddb354a0155,2017-08-21,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-18-0455970,permit_or_funding_approved,Issued,27.926991,-82.511523,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Re-opened New SFR,*This project is vested under the FBC – 5th Edition* Add 935 square feet (net) by adding a second story over the east side of the existing house and converting 582 square feet of living space on the west side into a 2 car garage. This will also require the movement of the driveway from the east sid,building_construction,Residential New Construction and Additions,4011 W San Rafael St,,33629,Palma Ceia West,,6,2021-04-29,,,2021-04-29,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=01FNP&agencyCode=TAMPA,tpa-1db614043b0dfa,2017-11-17,,1,1,119481.0000,1,2004,2004,medium,U,,insufficient_completion_evidence
construction_inspections,BLD-18-0456196,preconstruction_or_unknown,Revision,27.93483,-82.525086,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,ReissueOwner: FEMA Substantial Improvement,"FEMA Substantial Improvement Project. New Construction: Construct new storage area in rear of pool area (450sf) Additions: Construct new master suite, new study room, convert sunroom into portion of great room (see remodel description below), add 2 car garage to existing detached 1 car garage. R",building_construction,Residential New Construction and Additions,810 Grove Park Ave,,33609,Beach Park,,6,2019-07-23,,,2019-07-23,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=01HE0&agencyCode=TAMPA,tpa-f6aeb8905fa516,2017-12-06,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-18-0457284,permit_or_funding_approved,Issued,28.033128,-82.4042025,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Bathroom Remodel - MEPs for ADA Compliance,"Upgrading individual unit restrooms at Busch Plaza (main address 4902 E Busch Blvd) to meet ADA guidelines EMP'S NO FA,FP",building_construction,Commercial Building Alterations (Renovations),4910 E Busch Blvd,,33617,Terrace Park,,7,2018-12-11,,,2018-12-11,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18CAP&capID2=00000&capID3=00560&agencyCode=TAMPA,tpa-3a01a4c06f0a93,2018-02-01,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-18-0458112,permit_or_funding_approved,Issued,27.874215,-82.513449,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,Re-opened Res remodel,"Remodeling of existing Kitchen, Master Bedroom, and Laundry Bathroom. Relocate Washer and Dryer to allow existing laundry bathroom become Master Bathroom. Installation of (1) French Door and (1) Kitchen Window Re-opened - Original Application Acceptance Date: 04/12/2018",building_construction,Residential Building Alterations (Renovations),6308 S Cameron Ave,,33616,Gandy / Sun Bay South,,4,2019-02-06,,,2019-02-06,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18CAP&capID2=00000&capID3=00C8K&agencyCode=TAMPA,tpa-0920c495b94995,2018-03-19,,1,1,,,,,,U,,insufficient_completion_evidence
construction_inspections,BLD-18-0458660,permit_or_funding_approved,Issued,28.023309,-82.404873,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/30,2026-08-23T02:06:02+00:00,REISSUE - New loft,"REISSUE - Interior renovation to include removal of existing, spiral staircase, addition of new staircase and new loft in second floor of house over the existing kitchen. Re-issued - Original Issued Date: 05/31/2018, Original Application Acceptance Date: 04/17/2018 Original Application Date 04/11",building_construction,Residential Building Alterations (Renovations),4811 E River Hills Dr,,33617,Temple Crest,,5,2023-08-24,,,2023-08-24,0,0,,,,,1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18CAP&capID2=00000&capID3=00GH2&agencyCode=TAMPA,tpa-48c9c1cd33320e,2018-04-11,,1,1,,,,,,U,,insufficient_completion_evidence
